Tweet,Etiket
değerli dostlarımtez konum ve yıllarca çalıştığım konu travmadır gölcük depremi ardından depremzedelerle çalıştımoradan öğrendiğim bir şey var medyada yer alan görüntülerin vefametinden travmatize olan ve sonrasında çeşitli ruhsal bozukluklarla karşılaşan insanlar var,Tarafsız
depremi yaşamadığıhatta çok uzak memleketlerde olduğu halde sadece görüntüler nedeniyleanksiyetedepresyon bozuklukları ve travma sonrası stres bozukluğu yaşayan insanlarayrıca sekonder gelieşn alkolizmmadde kullanımı tabloğa eşlik edebiliyor,Tarafsız
o nedenle deprem görüntülerinihele ki enkaz altında kalan insanların görüntülerini paylaşmayın lütfenyoksa ciddi sorunlarla karşılaşıyor bazı insanlarımızbununla ilgili aşağıda meltemunalerzen ile yazdığımız bir makaleyi dikkatinize sunmayı bir borç bilirimsaygılarımla,Tarafsız
izmir de deprem oldu diye iyi oldu falan gibi paylaşımlarda bulunanların vatandaşlıkları iptal edilmeli veya mühebbet hapis yemelipislikler sizi it sürüleri adi şerefsizlerkendi halkın depremde zarar görecek dil uzatacaksın birde,Olumsuz
geçmiş olsun izmir deprem izmir httpstcotmwqt8czhx,Tarafsız
iyiyiz sorun yok enkaz çok hasarlı bina çok şuan ilk öncelik enkaz altındaki insanlar lütfen trafiğe çıkmayın hasarlı binalara girmeyin virüs salgını önlemlerinizi alın toplanma yerlerine gidin yetkilileridinle deprem izmir depremizmir httpstcoxckjji1kb5,Tarafsız
izmirde meydana gelen ve çevre illerde de hissedilen depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar dileriz geçmiş olsun izmir httpstcomfabebspem,Tarafsız
iki kardeşimiz bayraklı 258 sokak tt lounge cafenin üstünde yıkılan binada isimleri ahmet ve günay özışık gören duyan ulaşan olursa iletişime geçin deprem tsunami,Tarafsız
2758 sk no 122 izmir bayraklı manavkuyu yılmaz erbek enkaz altında acil rt yapın yayın her yere deprem,Tarafsız
deprem anında ne yapmalıyız bu önemli videoyu yayabilir miyiz deprem izmirdeprem httpstcoz3y9yahyji,Tarafsız
izmir merkezli deprem sonrası yaşamını yitiren vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar diliyorum okullarımızla ilgili sıkıntılı bir durum bulunmuyor duamız ve çabamız enkaz altındaki tüm vatandaşlarımıza sağ salim kavuşmak için,Tarafsız
izmirde evlerini kaybetmiş kazazedeler güzelbahçe ve çiğlideki gürleyen otelde kalabilir iletişim0535 625 55 74 izmir deprem,Tarafsız
izmirde yaşanan deprem nedeniyle evlerine giremeyen vatandaşlarımız arzu etmeleri halinde din görevlilerimizin rehberliğinde uygun olan camilerimizde diledikleri kadar kalabilirler deprem,Tarafsız
geçmiş olsun izmir deprem httpstco6xoiikmmxd,Tarafsız
bir kere şaşırtın ya kızılay kan merkezi yıkılmadı adalet sarayı da böylesine büyük bir depremi ufak tefek hasarlarla atlattı insanları nasıl bir paniğe sevk ettiğinizin farkında mısınız kan lazım olsa insanlar kan vermeye korkacak vicdanınız yok mu sizin gurseltekin34 httpstco15egenod7i,Tarafsız
izmirde meydana gelen depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet ailelerine başsağlığı yaralı kardeşlerimize acil şifalar diliyorum depremden etkilenen vatandaşlarımızın acil ihtiyaçlarının karşılanması için sydvlerimize 5 milyon lira kaynak aktardık,Tarafsız
hepimiz böyle bir evde yaşıyor olsak salgında bahçesinde huzur içinde soluklanabiliriz depremde güven içinde oluruz başkalarını rahatsız etmezbaşkalarınca rahatsız edilmeyiz güneş ve gökyüzü hayatımıza renk katar apartman hayatının mahrum bıraktığı her güzelliğe sahip oluruz httpstco02whaz2eoy,Tarafsız
yayalim lütfen adres şahin akar parkı yanı 2836 ya da 2866 sokak bayraklı depremizmir deprem izmir httpstcoamygedoxi1,Tarafsız
izmirdeki şiddetli depremden maalesef can kayıpları haberleri geliyor devletimiz bütün birimleriyle sahadadır provokatif ve kirli bilgilere itibar etmemek alet olmamak önem taşıyor resmî makamlarımızın titiz çalışma ve açıklamaları dikkatle takip edilmeli teyakkuz sürüyor,Olumsuz
deprem zinadan olmaz deprem açık giyinmekten olmaz deprem alkolden olmaz deprem doğa olayıdır depremin mizahi olmaz şunu bi anlayamadınız yazıklar olsun geçmiş olsun izmır bu 2020 deprem egedenizi httpstcoah63hho6fi,Tarafsız
elazığda deprem olduğunda elazığın kürt mü türk mü olduğunu merak edenlerin izmirde deprem olduğunda durumu seküler yaşantıya bağlayanların çöp kovası rögar kapağı tıkalı lavabo borusu falan olduğunu düşünmek istiyorum insan olma ihtimalleri fena halde ürkütüyor beni,Olumsuz
yayalım deprem httpstcocpdfmf4ify,Tarafsız
geçmiş olsun izmir rabbim ülkemizi tüm afetlerden muhafaza eylesin deprem,Tarafsız
cumhurbaşkanı ersin tatar izmirdeki deprem dolayısı ile cumhurbaşkanı recep tayyip erdoğanı arayarak geçmiş olsun dileklerini iletti tatar mesajında deprem kktcde de büyük üzüntü yaratmıştır depremde ölen kardeşlerimize allahtan rahmet yaralılara acil şifalar dileriz,Tarafsız
arkadaşlar lütfen yayalım bunu evleri hasar gören vatandaşlar için konaklama yerleri bucaşirinyer hipodromu gürleyen hotel çiğli ve güzelbahçe şubeleri 535 625 55 74 alaçatı açelia hotel otel1881 0232 404 1881 izmir deprem,Tarafsız
sn binali yıldırım izmir valisi sn yavuz selim köşger ve izmir büyükşehir belediye başkanı sn tunç soyer ile görüşerek yaşanan depremle ilgili bilgi aldı sn yıldırım yerinde incelemelerde bulunmak ve çalışmalara katılmak üzere izmire hareket etti,Tarafsız
turkcell vodafone ve türk telekom deprem bölgesindeki kullanıcılarına ücretsiz konuşma ve internet hakkı tanımladı,Tarafsız
izmirde evi kullanılamayacak durumda olan varsa boşta evimiz bahçemiz çadırımız var kapımız seve seve herkese açık ulaşabilirsiniz,Tarafsız
wifi şifresini kaldirma yöntemi deprem httpstcogzsge1ai15,Tarafsız
izmir depreminde evi hasar gören vatandaşlarımız çeşme dalyanköyde bulunan 20 odali otelimizde ücretsiz konaklamak için arayınız iletişim 05321371441 cemal turgun izmirdeprem deprem seferihisardeprem bornovadeprem bayraklıdeprem httpstcoypiic3spdl,Tarafsız
izmirde meydana gelen depremde vefat eden müslümanlara allah subhanehu ve teâlâdan rahmet yaralılara acil şifalar diliyoruz rabbimiz her türlü afet ve musibetlerden muhafaza eylesin geçmiş olsun izmir deprem deprem httpstcodf36pyl31a,Tarafsız
seferihisarda depremin ardından oluşan tsunami nedeniyle 1 kişi yaşamını yitirdi 7 kişi yaralandı httpstco2e6uqcdc0t httpstcok6er2rjvsm,Tarafsız
izmir adliyesi deprem sonrası httpstcojyu8gi4xnb,Tarafsız
kandilli rasathanesi 15 saatte 21 artçı deprem oldu ve tsunami meydana geldi vatandaşlar evlerine girmesin artçı sarsıntılara da hazırlıklı olsun,Tarafsız
kısa ve net can kayıplarının yaşandığı bir deprem sonrası kimden taraf olursa olsun siyaset yapan alçaktır namussuzdur insanlıktan nasibini almamıştır,Tarafsız
bir depremlik bir virüslük bir nükleer savaşlık hayatlarımız var nasıl da duyarsızca yaşıyor ve nasıl da hiç ölmeyecekmiş gibi hesaplar içine giriyoruz ne çok gönül yıkıyor ne çok kul hakkına giriyor ne çok zulmediyor ve ne çok kibirden kuleler inşa ediyoruz,Tarafsız
doğal afetin acının depremin dini dili irkı ve siyaseti olmaz geçmiş olsun izmir allah milletimize ve devletimize bu kötü günlerde güç ve kuvvet versin ülkemizi ve milletimizi tüm afetlerden korusun dualarımız sizinle izmir httpstcokratlllxdf,Tarafsız
izmirde meydana gelen ve pek çok şehrimizde hissedilen depremden etkilenlere geçmiş olsun dileklerimi iletiyorum hayatını kaybedenlere allahtan rahmet yaralılarımıza acil şifalar diliyorum httpstcoxufcsl0bra,Tarafsız
izmirde meydana gelen depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar diliyor depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimizi iletiyoruz httpstcoomj0xkhjla,Tarafsız
gazabından rahmetine sığınıyoruz rabbim rahmet eyle bize geçmiş olsun izmir deprem depremizmir izmir,Tarafsız
izmirin seferihisar merkezli meydana gelen 69 büyüklüğündeki deprem nedeniyle tüm vatandaşlarımıza geçmiş olsun diliyorum rabbim güzel ülkemizi her türlü felaketten muhafaza eylesin,Tarafsız
sosyal medyada izmir depremiyle ilgili provokatif paylaşımlarda bulunan twitter kullanıcıları hakkında emniyet genel müdürlüğü siber suçlar daire başkanlığı tarafından incelemesoruşturma başlatıldı,Tarafsız
kıymetli bayraklı ailem meydana gelen deprem nedeniyle tüm vatandaşlarımıza tekrar geçmiş olsun dileklerimi iletiyorum tüm ihtiyaçlarınız için aşağıda yer alan telefonlardan arayarak kriz masamıza ulaşabilirsiniz ayrıca tüm sosyal tesislerimiz sabaha kadar hizmetinizdedir httpstcofhg4jrpr1x,Tarafsız
belediyemiz tüm imkanlarıyla yanınızdadır kriz masası telefonları 02324772000 ve dahili 612 614 633 638 02323716171 serdar sandal bayraklı belediye başkanı,Tarafsız
izmir toplanma alanları lütfen rt atarak yayar misiniz depremizmir deprem httpstcofssythjhy6,Tarafsız
yayalım umarım biran önce kurtarılır çok kötü allah yardım etsin deprem izmir depremizmir emniyetgm lütfen yetkililere ulaşın lütfen yardım isteyenler var enkaz altında httpstcopf2dz3hfax,Tarafsız
geçmiş olsun izmir türkiyede raylı bina sistemine geçilmesi şart deprem değil bina öldürür deprem egedenizi tsunami httpstcohkzwia6jht,Olumsuz
depremlerden sonra zemin çökmesi ve taban kaymasıyla oluşan dev dalgalardır acil şekilde uyaralım sahil bölgelerinden uzaklaşalım geçmiş olsun izmir deprem tsunami,Tarafsız
arkadaşlar izmirde soyal optimus mavişehir sitesinde yürüme zorluğu çeken yaşlı bir çift evde mahsur kalmış dışarı çıkamıyorlarmış o civarda kimse var mı yardım edebilecek tam adresi bekliyorum yardım edebilecek varsa dmden yazsın lütfen deprem,Tarafsız
arkadaşımız enkaz altında şu anda ulaşamıyoruz sadece evde olduğu bilgisi elimizde annesi kurtarılmış ama hala ona ulaşamıyoruz 6 katta parka bakan tarafta oturuyordu lütfen paylaşın adı buse demir konum bilgisi ekte yayalim lütfen dayan buseee allahim sen yardim et httpstcoksxpdnqmw7,Tarafsız
2758 sk no 122 izmir bayraklı manavkuyu yılmaz erbek enkaz altında yardım bekliyor acil rt deprem izmirdeprem depremizmir,Tarafsız
mansuroğlu mahallesi 28313 sok rıza bey apt no 2 kat 4 daire 16 bayraklı izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk emine yücel toklu acil destek rt deprem depremizmir izmir httpstcoleiyv8dnrc,Tarafsız
türkiyeye deprem sonrası yardım için hazırız tüm talimatları verdik türk tarafıyla da görüşüyoruz israil savunma bakanı,Tarafsız
izmirde meydana gelen depremde hayatını kaybeden vatandaşlarımıza allahtan rahmet yaralılarımıza acil şifalar dileriz geçmiş olsun izmir httpstcovn3xf9anv1,Tarafsız
bayrakli 258 sokak tt lounge cafe seri rt lütfenn deprem depremizmir bayraklı httpstcorshlg1zxwr,Tarafsız
ne demişti celal şengör 5000 yıl önce depremin fay hattından meydana geldiğini yazan sümerler 21 yyda depremleri zinaya bağlayan bazı türkler bu kafa ile nasıl mücadele edeceğiz ki bu yüzyılda biz yine de söyleyelim deprem fay hatlarından meydana gelir zinadan değil,Tarafsız
şu depremzinadindinsizlik paylaşımlarını şikayet etsek tamam ama paylaşmasak dayanışma duygudaşlık yararlı olma çabalarını paylaşsak yaysak o akılsız kötücüllük kendi çapında kalsa,Tarafsız
sondakika diyanet işleri başkanı erbaş izmirde yaşanan deprem nedeniyle evlerine giremeyen vatandaşlarımız arzu etmeleri halinde din görevlilerimizin rehberliğinde uygun olan camilerimizde diledikleri kadar kalabilirler httpstcon4jv7mxxrx httpstcoxny0ycwade,Tarafsız
izmirde deniz tamamen geri çekilmiş durumda lütfen sahil kesimden uzaklaşalım o su daha şiddetli bir şekilde geri gelecek deprem izmir httpstcoegksjq0rpu,Olumsuz
dostlar biz elimizden geldiğince bunları paylaşacağız ve lütfen sizlerde yayınız paylaşabilir misiniz deprem depremizmir izmir httpstcoagl1qpealz,Tarafsız
acil yayalım bunu deprem httpstco0d7ugmilmd,Tarafsız
sondakika turkcell vodafone ve türk telekom deprem bölgesindeki kullanıcılarına ücretsiz konuşma ve internet hakkı tanımladı deprem,Tarafsız
bence de paylaşılmaması en doğrusu paylaşacağınız şeyler yardım isteyen insanların yeriadresi vb şeyler olsun ki elimizden geldiğince sosyal medyadan yardımcı olabilelim deprem izmir httpstcobarq3i654t,Tarafsız
izmirde evlerini kaybetmiş kazazedeler için mevcut konaklama yerleri buca şirinyer hipodromu gürleyen hotel çiğli ve güzelbahçe şubeleri 0535 625 55 74 alaçatı açelia hotel otel1881 0232 404 1881 paylaşmakta fayda var,Tarafsız
depremde hayatını kaybedenlerin yakınlarına başsağlığı yaralılara acil şifalar diliyoruz türk tabipleri birliği ve tüm hekimler ihtiyaç duyulduğu anda her zaman göreve hazırdır httpstcoyudj824v0o,Tarafsız
avukatergunn izmirdeki arkadaşlar wifi şifrelerinizi kaldırın ve wifi isimlerinizi parolasız olarak değiştirin bu şekilde binlerce kişinin iletişim kurmasına yardımcı olabilirsiniz,Tarafsız
evleri hasar gören vatandaşlar için konaklama yerleri bucaşirinyer hipodromu gürleyen hotel çiğli ve güzelbahçe şubeleri 535 625 55 74 alaçatı açelia hotel otel1881 0232 404 1881 izmir depremizmir,Tarafsız
izmir bayraklı belediyesi kriz masası telefonları 02324772000 ve dahili 612 614 633 638 02323716171 serdar sandal bayraklı belediye başkanı b002 deprem,Tarafsız
mansuroğlu mahallesi 28313 sok rıza bey apt no2 kat daire16 bayrakli izmir enkaz altında 3 kişi var 1 anne 2 küçük çocuk emine yücel toklu izmirbld izmirbldajansi depremdairesi haskologlu rt lütfen izmir deprem httpstcoplwlkw96rk,Olumsuz
arkadaşımız enkaz altında şu anda ulaşamıyoruz sadece evde olduğu bilgisi elimizde annesi kurtarılmış ama hala ona ulaşamıyoruz 6 katta parka bakan tarafta oturuyordu lütfen paylaşın adı buse demir deprem izmirdeprem tsunami izmir depremizmir httpstcoitsmyyr39k,Tarafsız
gıda yardımı için 544 210 61 93 numarasını arayabilirsiniz yayın bunu lütfen,Tarafsız
izmirde deprem olmuş bina enkazları altında millet canının derdine düşmüş chp li gürsel tekinin derdi bu felaketten nasıl siyaset çıkarırım allah sizi ıslah etsin httpstcolykzqvfgth,Tarafsız
izmirde barınma ihtiyacı duyanlar için arkadaşlarım karavan kampındaki çadır ve karavanları kullanıma açmışlar elden ele yayabilir misiniz ihtiyacı olana ulaşsın httpstco1qptrnhtxb,Tarafsız
denizli acıpayam tarafında 21 eşyalı boş daire vardır izmirde evsiz kalan bir aile gelip kalabilir ihtiyacı olan birine ulaşırız inşallah depremizmir deprem,Tarafsız
izmirde evi hasar görmüş konaklayabileceği yeri olmayan vatandaşlarımızı bilsu otelde ücret almaksızın konaklamaları karşılayabiliriz iletişim 0532 137 14 41 yayalım lütfen izmirdeprem httpstcohvy6mc0dsf,Tarafsız
depremi hisseden ve etkilenen tüm vatandaşlarımıza geçmiş olsun dualarımız onlarla deprem httpstcofi7kkyxxkv,Tarafsız
izmirde konaklama ihtiyacı olanlar için yayalım izmirdeprem izmir deprem httpstcosfiwz9d2ct,Tarafsız
izmirde evlerini kaybetmiş kazazedeler güzelbahçe ve çiğlideki gürleyen otelde kalabilir iletişim 0535 625 55 74 gurleyensavas savaş gürleyene teşekkürler izmir deprem tsunami egedenizi depremizmir rt yapıp ihtiyaç sahibi ailelere ulaşalım lütfen httpstco5nechn6lme,Tarafsız
van müslüman değil miydi gölcük müslüman değil miydi lan depremin dinle ne alakasi var aminakodumun aptal orospu evlatlari,Tarafsız
gıda yardımı için 544 210 61 93 numarasını arayabilirsiniz,Tarafsız
böyle deprem gibi büyük afetler aynı zamanda ülkedeki vicdansız merhametsiz insanları da belli ediyor milletin evi yıkılmış insanlar ne halde ama bu tiplerin derdi işi şehire bağlayıp siyasete bağlayıp kendilerine mutluluk çıkarmak önce insan olun sonra fikir beyan edin,Tarafsız
izmir seferihisar depremi hk basın duyurumuz 1720 itibarıyla httpstcoyeosxmur5d deprem,Tarafsız
arkadaşımız enkaz altında şu anda ulaşamıyoruz sadece evde olduğu bilgisi elimizde annesi kurtarılmış ama hala ona ulaşamıyoruz 6 katta parka bakan tarafta oturuyordu lütfen paylaşın adı buse demir konum bilgisi ekte requested by someone to tweet httpstcooukdeadc8i,Tarafsız
cumhurbaşkanımız rterdogan izmirde meydana gelen depremle ilgili afad başkanı mehmet güllüoğlu izmir valisi yavuz selim köşger ve izmir büyükşehir belediye başkanı tunç soyer ile telefon görüşmesi gerçekleştirerek bilgi aldı httpstcokbzfjqzba7 httpstcotor5lxtexq,Tarafsız
yayalım deprem httpstcosixwki3gvp,Tarafsız
değerli izmirliler bu zor günde birbirimize daha fazla yardımcı olmak kendimizi ve sevdiklerimizi deprem ve koronavirüsten korumak adına aşağıdaki uyarıları dikkate almanızı rica ediyorum dayanışmayı bırakmayalım bu zor süreci de birlikte atlatalım httpstcovana4rsfre,Tarafsız
diyanet işleri başkanı erbaş izmirde yaşanan deprem nedeniyle evlerine giremeyenler camilerimizde diledikleri kadar kalabilirler httpstcowznvbrxr6s httpstcoolnavjn1j2,Tarafsız
depremler seller virüsler afetler devletime zeval verme yâ rabbim deprem,Tarafsız
ikizler evde yalnızlarmış ikisine de ulaşılamıyor lütfen acil yayalım çınar alpgündüz sayra alpgündüz ikizler adres 28313 sokak no2 rizabey apartmani izmirbayraklımanavkuyu,Tarafsız
geçmiş olsun izmir prayforizmir izmir deprem egedenizi httpstco6pwhug5jze,Tarafsız
izmir bornova ziraat bankasi arkasi yikilan bina dayan kardeşim seri rt yapin lütfen deprem depremizmir bornova httpstco5gdbvntch0,Tarafsız
